timestamp,index,name,memory.used [MiB],memory.total [MiB],utilization.gpu [%],utilization.memory [%]
2026/05/14 00:19:57.213, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:02.214, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:02.217, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:07.218, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:07.220, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:12.222, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:12.223, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:17.226, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:17.227, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:22.228, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:22.231, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:27.232, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:27.233, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:32.235, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:32.236, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:37.238, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:37.239, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:42.241, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:42.243, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:47.244, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:47.246, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:52.248, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 98, 84
2026/05/14 00:20:52.250, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 98, 84
2026/05/14 00:20:57.252, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:20:57.253, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:02.255, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:02.257, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:07.258, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:07.261, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:12.262, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:12.264, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:17.266, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:17.268, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:22.270, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:22.272, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:27.273, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:27.275, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:32.277, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:32.279, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:37.281, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:37.282, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:42.284, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:42.286, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:47.288, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:47.289, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:52.291, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:52.293, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:57.295, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:21:57.297, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:02.298, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:02.302, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:07.304, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:07.306, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:12.308, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:12.309, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:17.311, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:17.313, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:22.314, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:22.316, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:27.318, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:27.319, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:32.323, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:32.324, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:37.327, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:37.328, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:42.330, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:42.331, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:47.333, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:47.335, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:52.337, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:52.338, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:57.339, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:22:57.342, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:02.343, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:02.346, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:07.347, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:07.349, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:12.351, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:12.352, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:17.354, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:17.356, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:22.357, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:22.358, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:27.359, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:27.361, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:32.362, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:32.364, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:37.366, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:37.368, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:42.369, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:42.371, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:47.372, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:47.374, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:52.376, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:52.377, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:57.378, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:23:57.380, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:02.381, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:02.383, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:07.384, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:07.386, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:12.388, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:12.389, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:17.391, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:17.393, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:22.394, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:22.396, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:27.397, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:27.398, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:32.400, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:32.403, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:37.404, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:37.406, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:42.407, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:42.409, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:47.410, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:47.412, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:52.413, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:52.416, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:57.417, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:24:57.419, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:02.420, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:02.422, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:07.423, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:07.425, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:12.427, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:12.428, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:17.429, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:17.431, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:22.433, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:22.434, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:27.436, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:27.438, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:32.439, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:32.442, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:37.443, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:37.444, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:42.446, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:42.448, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:47.449, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:47.452, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:52.453, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:52.455, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:57.456, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:25:57.458, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:02.459, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:02.461, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:07.463, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:07.464, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:12.466, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:12.468, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:17.470, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:17.472, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:22.473, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:22.474, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:27.476, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:27.478, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:32.479, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:32.481, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:37.483, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:37.484, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:42.486, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:42.488, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:47.489, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:47.491, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:52.493, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:52.494, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:57.496, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:26:57.498, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:02.499, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:02.503, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:07.504, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:07.506, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:12.508, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:12.509, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:17.511, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:17.512, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:22.514, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:22.516, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:27.518, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:27.520, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:32.523, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:32.524, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:37.526, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:37.527, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:42.529, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:42.531, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:47.532, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:47.534, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:52.536, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:52.538, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:57.539, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:27:57.541, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:02.542, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:02.544, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:07.546, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:07.547, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:12.549, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:12.551, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:17.552, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:17.554, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:22.556, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:22.557, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:27.558, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:27.560, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:32.562, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:32.564, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:37.565, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:37.567, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:42.569, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:42.571, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:47.572, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:47.574, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:52.575, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:52.582, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:57.584, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:28:57.586, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:02.588, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:02.589, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:07.591, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:07.593, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:12.594, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:12.596, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:17.598, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:17.599, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:22.615, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:22.616, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:27.618, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:27.621, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:32.622, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:32.625, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:37.627, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:37.628, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:42.630, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:42.632, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:47.633, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:47.635, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:52.637, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:52.639, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:57.641, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:29:57.642, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:30:02.644, 0, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
2026/05/14 00:30:02.647, 1, NVIDIA A100-SXM4-80GB, 75797, 81920, 0, 0
