request_id,concurrency,status_code,latency_seconds,prompt_tokens,completion_tokens,total_tokens,tokens_per_second,prompt,output,error_text
c1_r32,1,404,0.0015,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r1,2,404,0.0051,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r2,2,404,0.0045,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r3,2,404,0.0032,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r4,2,404,0.0022,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r5,2,404,0.0025,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r6,2,404,0.0022,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r7,2,404,0.0026,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r8,2,404,0.0022,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r9,2,404,0.0025,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r10,2,404,0.0028,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r11,2,404,0.0017,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r12,2,404,0.0027,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r13,2,404,0.002,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r14,2,404,0.0026,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r15,2,404,0.0022,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r16,2,404,0.0024,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r17,2,404,0.0027,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r18,2,404,0.0026,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r19,2,404,0.002,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r21,2,404,0.0019,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r20,2,404,0.0027,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r22,2,404,0.0025,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r23,2,404,0.0022,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r24,2,404,0.0024,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r25,2,404,0.0026,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r26,2,404,0.0028,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r27,2,404,0.0021,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r28,2,404,0.0025,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r29,2,404,0.0022,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r30,2,404,0.0025,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r31,2,404,0.0022,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c2_r32,2,404,0.0015,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r3,4,404,0.005,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r2,4,404,0.006,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r1,4,404,0.0059,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r5,4,404,0.005,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r4,4,404,0.0086,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r7,4,404,0.0043,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r6,4,404,0.0046,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r8,4,404,0.0029,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r10,4,404,0.0026,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r9,4,404,0.0052,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r11,4,404,0.0044,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r13,4,404,0.0036,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r12,4,404,0.0049,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r14,4,404,0.0054,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r15,4,404,0.0048,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r17,4,404,0.0043,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r16,4,404,0.006,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r18,4,404,0.0044,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r20,4,404,0.0038,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r21,4,404,0.0026,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r19,4,404,0.0056,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r22,4,404,0.0053,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r23,4,404,0.0047,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r25,4,404,0.0036,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r24,4,404,0.0061,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r26,4,404,0.0035,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r27,4,404,0.0034,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r29,4,404,0.0034,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r28,4,404,0.0046,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r30,4,404,0.0035,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r31,4,404,0.0027,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c4_r32,4,404,0.0018,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r4,8,404,0.0099,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r3,8,404,0.0058,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r2,8,404,0.0067,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r1,8,404,0.0056,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r6,8,404,0.0054,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r10,8,404,0.0046,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r8,8,404,0.007,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r5,8,404,0.0136,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r9,8,404,0.0086,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r7,8,404,0.0138,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r12,8,404,0.0087,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r14,8,404,0.0076,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r16,8,404,0.0049,0,0,0,0.0,解释 max_num_batched_tokens 对吞吐和延迟的影响。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r11,8,404,0.0143,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r13,8,404,0.008,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r19,8,404,0.0035,0,0,0,0.0,用一句话解释什么是模型量化。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r18,8,404,0.0077,0,0,0,0.0,用一句话解释什么是 KV cache。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r17,8,404,0.0101,0,0,0,0.0,用一句话解释什么是 GPU 推理服务。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r20,8,404,0.0066,0,0,0,0.0,解释 continuous batching 如何提升大模型推理吞吐。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r21,8,404,0.0068,0,0,0,0.0,解释 P50、P95 latency 和 QPS 的区别。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r15,8,404,0.0147,0,0,0,0.0,解释 vLLM PagedAttention 的核心思想。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
c8_r22,8,404,0.0075,0,0,0,0.0,解释 GQA 如何降低 KV cache memory。,,"{""error"":{""message"":""The model `Seed-OSS-36B-Instruct-W8A8` does not exist."",""type"":""NotFoundError"",""param"":null,""code"":404}}"
